"POL","POLABBREV","POLN","InhalationCancerURF","InhalationCancerSlopeFactor","OralCancerSlopeFactor","AcuteREL","InhalationChronicREL","OralChronicREL","InhalationChronicREL_8HR","IsMultipathway","MolWtCorrection","POLALTN1","OEHHA_PHGV_INFO","POL_TYPE","TOXAPPEN","REG_SUBST","AB2588_CHEM","CTR_CHEM","CARCINOGEN","DEG_ACC","HEADER_OR_DUPLICATE_FLAG","HEADER_OR_DUPLICATE_INFO","HAPS","TAC_ID","EPA_EXEMPT_VOC","EPA_POL","ALPHA_POL_SORT","RPT_GROUP","RPT_GROUP_B","RPT_GROUP_C","RPT_GROUP_D","DELETED_CHEM","CONVERTED_FROM_DEL_CHEM","METAL_MWAF_FLAG","PARENT_POL","PARENT_METAL_GRP","Prop65_Cancer","Prop65_DART","IARC_GROUP","Functional_Grp_Assoc","LAST_UPDT_HEALTH","DISPLAYORDER","DermalAbsorptionFactor","HalfLifeInSoil","RChem_Group_HV","PathwaySoilIngestion","PathwayDermal","PathwayMothersMilk"
107211,Ethylene Glycol,Ethylene glycol,,,,,400,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,200,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Ethylene glycol,Ethylene glycol,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,P65_DART,,PLACEHOLDER,"2013-06-24",174,,,,False,False,False
52686,Trichlorfon,Trichlorfon,,,,,,,,False,1,,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,"3",PLACEHOLDER,"2000-10-16",765,,,,False,False,False
106887,"1,2-EpoxyButane","1,2-Epoxybutane",,,,,20,,,False,1,"1,2-Butylene oxide",PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,100,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Epoxy butane,"1,2-Epoxybutane",,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,"2B",PLACEHOLDER,"2001-03-14",165,,,,False,False,False
51207319,"2,3,7,8-TCDF","2,3,7,8-Tetrachlorodibenzofuran",3.8,13000,13000,,0.0004,0.0000001,,False,1,"Polychlorinated dibenzofurans: 2,3,7,8-Tetrachlorodibenzofuran",PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.000001,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,"Polychlorinated dibenzofurans zz 4Tetra 2,3,7,8",Polychlorinated dibenzofurans,,Dioxins/Furans,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,,PLACEHOLDER,"2012-02-23",393,0.03,7000,PCDFs,False,False,False
67562394,"1-4,6-8HpCDF","1,2,3,4,6,7,8-Heptachlorodibenzofuran",0.38,1300,1300,,0.004,0.000001,,False,1,"Polychlorinated dibenzofurnas: 1,2,3,4,6,7,8-Heptachlorodibenzofuran",PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.000001,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,"Polychlorinated dibenzofurans zz 7Hepta 1,2,3,4,6,7,8",Polychlorinated dibenzofurans,,Dioxins/Furans,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,,PLACEHOLDER,"2012-02-23",400,0.03,7000,PCDFs,False,False,False
9901,DieselExhPM,"Diesel engine exhaust, particulate matter (Diesel PM)",0.0003,1.1,,,5,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.1,,PLACEHOLDER,,TAC,,PLACEHOLDER,"Diesel engine exhaust, particulate matter",Diesel engine exhaust,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"1",PLACEHOLDER,"2000-10-16",142,,,,False,False,False
2807309,EGPE,Ethylene glycol monopropyl ether,,,,,,,,False,1,Glycol ethers & acet: Ethylene glycol monopropyl ether,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,100,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Glycol ethers zz Ethylene glycol monopropyl ether,Glycol ethers (and their acetates),,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",207,,,,False,False,False
112492,TEGDME,Triethylene glycol dimethyl ether,,,,,,,,False,1,Glycol ethers & acet: Triethylene glycol dimethyl ether,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,100,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Glycol ethers zz Triethylene glycol dimethyl ether,Glycol ethers (and their acetates),,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",210,,,,False,False,False
39227286,"1-4,7,8HxCDD","1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",3.8,13000,13000,,0.0004,0.0000001,,False,1,"Polychlorinated dibenzo-p-dioxins: 1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.000001,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,"Polychlorinated dibenzodioxins zz 6Hexa 1,2,3,4,7,8",Polychlorinated dioxins - indiv. isomers,,Dioxins/Furans,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,,PLACEHOLDER,"2012-02-23",383,0.03,7000,PCDDs,False,False,False
13647353,Trilostane,Trilostane,,,,,,,,False,1,"4,5-Epoxy-17-hydroxy-3-oxoandrostane-2-carbonitrile",PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",766,,,,False,False,False
629141,EGDEE,Ethylene glycol diethyl ether,,,,,,,,False,1,Glycol ethers & acet: Ethylene glycol diethyl ether,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,100,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Glycol ethers zz Ethylene glycol diethyl ether,Glycol ethers (and their acetates),,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",200,,,,False,False,False
110496,EGMEA,Ethylene glycol monomethyl ether acetate,,,,,90,,,False,1,Glycol ethers & acet: Ethylene glycol monomethyl ether acetate,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,200,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Glycol ethers zz Ethylene glycol monomethyl ether acetate,Glycol ethers (and their acetates),,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,P65_DART,,PLACEHOLDER,"2000-10-16",206,,,Glycol Ethers,False,False,False
126727,Tris(DiBrPr)Pho,"Tris(2,3-dibromopropyl) phosphate {TDBPP}",,,,,,,,False,1,TDBBP,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,50,,PLACEHOLDER,,,,PLACEHOLDER,"BrominatedClFlm: Trisdibromopropyl) phosphate (2,3-",Brominated and Chlorinated Organic Compounds used as Flame Retardants,Brominated and Chlorinated Organic Compounds used as Flame Retardants,Flame Retardants,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2A",PLACEHOLDER,"2000-10-16",770,,,,False,False,False
10595956,N-NitrosMEAmine,N-Nitrosomethylethylamine,0.0063,22,,,,,,False,1,Dialkylnitrosamines: N-Nitrosomethylethylamine,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.001,,PLACEHOLDER,,TAC,,PLACEHOLDER,Dialkylnitrosamines zz Nitrosomethylethylamine N,Dialkylnitrosamines,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2001-05-11",129,,,,False,False,False
51525,Propylthiouraci,Propylthiouracil,,,,,,,,False,1,"2,3-Dihydro-6-propyl-2-thioxo-4(1H)pyrimidione",PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2000-10-16",734,,,,False,False,False
50328,B[a]P,Benzo[a]pyrene,0.0011,3.9,12,,,,,False,1,PAHs: Benzo[a]pyrene,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.05,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,"PAHs, total w/ zz Benzopyrene a",PAHs - indiv. isomers,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"1",PLACEHOLDER,"2012-02-23",320,0.13,430,PAHs,False,False,False
1310732,Sodium Hydroxid,Sodium hydroxide,,,,8,,,,False,1,NaOH; or Caustic soda,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,2,,PLACEHOLDER,,TAC,,PLACEHOLDER,Sodium hydroxide,Sodium hydroxide,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2008-05-22",425,,,,False,False,False
75354,Vinylid Chlorid,Vinylidene chloride,,,,,70,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,20,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Vinylidene chloride,Vinylidene chloride,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2000-10-16",462,,,,False,False,False
1180,Shale oils,Shale oils,,,,,,,,False,1,Shale oils,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,50,P,PLACEHOLDER,,,,PLACEHOLDER,Shale oils,Shale oils,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"1",PLACEHOLDER,"2000-10-16",740,,,,False,False,False
226368,"D[a,h]acridine","Dibenz[a,h]acridine",0.00011,0.39,1.2,,,,,False,1,"1,2,5,6-Dibenzacridine",PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.5,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,"Dibenzacridine a,h","Dibenz[a,h]acridine",,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2012-02-23",301,0.13,430,PAHs,False,False,False
95692,pCl-Toluidine,p-Chloro-o-toluidine,0.000077,0.27,,,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.5,,PLACEHOLDER,,,,PLACEHOLDER,Chlorotoluidine o p-,p-Chloro-o-toluidine,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2A",PLACEHOLDER,"2000-10-16",95,,,,False,False,False
80626,Methyl Methacry,Methyl methacrylate,,,,,,,,False,1,Methyl-2-methyl-2-propenoate,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,200,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Methylmethacrylate,Methyl methacrylate,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,"3",PLACEHOLDER,"2008-05-22",260,,,,False,False,False
85449,Phthalic Anhydr,Phthalic anhydride,,,,,20,,,False,1,"1,3-Isobenzofurandione",PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,0.01,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Phthalic anhydride,Phthalic anhydride,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2001-03-14",377,,,,False,False,False
3810740,StreptomySulfat,Streptomycin sulfate,,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",743,,,,False,False,False
194592,"7H-D[c,g]carb","7H-Dibenzo[c,g]carbazole",0.0011,3.9,12,,,,,False,1,"3,4,5,6-Dibenzcarbazole",PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.05,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,"Dibenzocarbazole 7H c,g","7H-Dibenzo[c,g]carbazole",,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2012-02-23",303,0.13,430,PAHs,False,False,False
1125,Isocyanates,Isocyanates,,,,,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,0.05,H,PLACEHOLDER,,,,PLACEHOLDER,Isocyanates,Isocyanates,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",225,,,,False,False,False
101779,"44MeDiAniln:MDA","4,4'-Methylenedianiline {MDA}",0.00046,1.6,1.6,,20,,,False,1,MDA,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.1,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,"Methylenedianiline 4,4'","Methylenedianiline 4,4'",,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2012-02-23",254,0.1,460,,False,False,False
1168,Rockwool,Rockwool (man-made fibers),,,,,,,,False,1,Mineral fibers (fine): Rockwool fibers,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,100,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Mineral fibers (fine) zz Rockwool fibers,Mineral fibers (fine),,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"3",PLACEHOLDER,"2008-05-22",268,,,,False,False,False
6109973,"3-Amino9ECarbz","3-Amino-9-ethylcarbazole hydrochloride",,,,,,,,False,1,,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,,PLACEHOLDER,"2000-10-16",488,,,,False,False,False
7719122,Phos TriChlorid,Phosphorus trichloride,,,,,,,,False,1,Phosphorus chloride,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,0.1,,PLACEHOLDER,,,,PLACEHOLDER,Phosphorus compounds zz Phosphorus trichloride,Phosphorus compounds,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",370,,,,False,False,False
4342034,Dacarbazine,Dacarbazine,,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2000-10-16",561,,,,False,False,False
39831555,AmikacinSulfate,Amikacin sulfate,,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,P65_DART,,PLACEHOLDER,"2000-10-16",484,,,,False,False,False
10049044,ChlorineDioxide,Chlorine dioxide,,,,,0.6,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,1,,PLACEHOLDER,,TAC,,PLACEHOLDER,Chlorine dioxide,Chlorine dioxide,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2001-03-14",70,,,,False,False,False
56391572,NetilmicinSulfa,Netilmicin sulfate,,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",682,,,,False,False,False
86737,Fluorene,Fluorene,,,,,,,,False,1,Diphenylenemethane,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.5,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,"PAHs, total w/ zz Fluorene",PAHs - indiv. isomers,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"3",PLACEHOLDER,"2000-10-16",333,,,,False,False,False
98862,Acetophenone,Acetophenone,,,,,,,,False,1,Acetophenone,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,100,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Acetophenone,Acetophenone,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",5,,,,False,False,False
78795,Isoprene,"Isoprene, except from vegetative emission sources",,,,,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,200,,PLACEHOLDER,,,,PLACEHOLDER,Isoprene,"Isoprene, except from vegetative emission sources",,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2000-10-16",230,,,,False,False,False
75025,VinylFluoride,Vinyl fluoride,,,,,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,200,,PLACEHOLDER,,,,PLACEHOLDER,Vinylfluoride,Vinyl fluoride,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2A",PLACEHOLDER,"2000-10-16",461,,,,False,False,False
36088229,TotalPentaCDD,Total Pentachlorodibenzo-p-dioxin,,,,,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.000001,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Polychlorinated dibenzodioxins zzz [TOT]5 Penta,Polychlorinated dioxins - indiv. isomers,,Dioxins/Furans,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,,PLACEHOLDER,"2000-10-16",389,,,,False,False,False
38998753,TotalHeptaCDF,Total Heptachlorodibenzofuran,,,,,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.000001,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Polychlorinated dibenzofurans zzz [TOT]7 Hepta,Polychlorinated dibenzofurans,,Dioxins/Furans,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,,PLACEHOLDER,"2000-10-16",406,,,,False,False,False
6533002,Norgestrel,Norgestrel,,,,,,,,False,1,"13-Ethyl-17-hydroxy-18,19-dinorpregn-4-en-20-yn-3-one",PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",704,,,,False,False,False
98511,p-tButylToluene,p-tert-Butyltoluene,,,,,,,,,,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,100,,PLACEHOLDER,,,,PLACEHOLDER,Butyl toluene -tert p,p-tert-Butyltoluene,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,,,,,,,,
645056,Altretamine,Altretamine,,,,,,,,,,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,P65_DART,,PLACEHOLDER,,,,,,,,
1116547,N-NitrosEthnlAm,N-Nitrosodiethanolamine,,,,,,,,False,1,Dialkylnitrosamines: N-Nitrosodiethanolamine,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,100,,PLACEHOLDER,,TAC,,PLACEHOLDER,Dialkylnitrosamines zz Nitrosodiethanolamine N,Dialkylnitrosamines,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2016-02-05",568,,,,False,False,False
79118,Chloroacet Acid,Chloroacetic acid,,,,,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,100,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Chloroacetic acid,Chloroacetic acid,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",71,,,,False,False,False
18540299,Cr(VI),"Chromium, hexavalent (& compounds)",0.15,510,0.5,,0.2,0.02,,False,1,Chrome,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.0001,H,PLACEHOLDER,Y,TAC,,PLACEHOLDER,"Chromium, zz hexavalent ()","Chromium, hexavalent","Chromium, all forms",,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,P65_DART,"1",PLACEHOLDER,"2013-06-24",97,0.02,100000000,Chromium,False,False,False
373024,Ni Acetate,Nickel acetate,0.00026,0.91,,0.2,0.014,0.011,0.06,False,0.3321,Nickel compounds: Nickel acetate,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.1,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Nickel compounds zz Nickelacetate,Nickel and compounds,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,P65_DART,,PLACEHOLDER,"2013-06-24",278,0.02,100000000,Nickel,False,False,False
110805,EGEE,Ethylene glycol monoethyl ether,,,,370,70,,,False,1,Glycol ethers & acet: Ethylene glycol monoethyl ether,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,50,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Glycol ethers zz Ethylene glycol monoethyl ether,Glycol ethers (and their acetates),,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,P65_DART,,PLACEHOLDER,"2009-01-29",203,,,Glycol Ethers,False,False,False
63989,Phenacemide,Phenacemide,,,,,,,,False,1,N-(Aminocarbonyl)benzeneacetamide,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",714,,,,False,False,False
101144,"MOCA: 4,4'MeBis","4-4-Methylene bis(2-chloroaniline) {MOCA}",0.00043,1.5,,,,,,False,1,MOCA,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.1,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,"Methylenebis(2-chloroaniline) 4,4'","4,4'-Methylene bis(2-chloroaniline) {MOCA}",,POM,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"1",PLACEHOLDER,"2008-05-22",252,,,,False,False,False
53973981,Polygeenan,Polygeenan,,,,,,,,False,1,,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2000-10-16",726,,,,False,False,False
3546109,Phenesterin,Phenesterin,,,,,,,,False,1,Cholest-5-en-3 beta-ol 4-[bis(2-chloroethyl)amino]benzeneacetate,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,,PLACEHOLDER,"2000-10-16",717,,,,False,False,False
1104,Fluorocarb(Cl),Fluorocarbons (chlorinated),,,,,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,200,H,PLACEHOLDER,,TAC,,PLACEHOLDER,Fluorocarbons (chlorinated),Fluorocarbons,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2008-05-22",180,,,,False,False,False
55673897,"1-4,7-9HpCDF","1,2,3,4,7,8,9-Heptachlorodibenzofuran",0.38,1300,1300,,0.004,0.000001,,False,1,"Polychlorinated dibenzofurans: 1,2,3,4,7,8,9-Heptachlorodibenzofuran",PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.000001,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,"Polychlorinated dibenzofurans zz 7Hepta 1,2,3,4,7,8,9",Polychlorinated dibenzofurans,,Dioxins/Furans,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,,PLACEHOLDER,"2012-02-23",401,0.03,7000,PCDFs,False,False,False
57410,Phenytoin,Phenytoin,,,,,,,,False,1,"5,5-Diphenyl-2,4-imidazolidinedione",PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2000-10-16",721,,,,False,False,False
