"POL","POLABBREV","POLN","InhalationCancerURF","InhalationCancerSlopeFactor","OralCancerSlopeFactor","AcuteREL","InhalationChronicREL","OralChronicREL","InhalationChronicREL_8HR","IsMultipathway","MolWtCorrection","POLALTN1","OEHHA_PHGV_INFO","POL_TYPE","TOXAPPEN","REG_SUBST","AB2588_CHEM","CTR_CHEM","CARCINOGEN","DEG_ACC","HEADER_OR_DUPLICATE_FLAG","HEADER_OR_DUPLICATE_INFO","HAPS","TAC_ID","EPA_EXEMPT_VOC","EPA_POL","ALPHA_POL_SORT","RPT_GROUP","RPT_GROUP_B","RPT_GROUP_C","RPT_GROUP_D","DELETED_CHEM","CONVERTED_FROM_DEL_CHEM","METAL_MWAF_FLAG","PARENT_POL","PARENT_METAL_GRP","Prop65_Cancer","Prop65_DART","IARC_GROUP","Functional_Grp_Assoc","LAST_UPDT_HEALTH","DISPLAYORDER","DermalAbsorptionFactor","HalfLifeInSoil","RChem_Group_HV","PathwaySoilIngestion","PathwayDermal","PathwayMothersMilk"
7440382,Arsenic,Arsenic,0.0033,12,1.5,0.2,0.015,0.0000035,0.015,False,1,Grey arsenic,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.01,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Arsenic,Arsenic and compounds (inorganic),,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,P65_DART,"1",PLACEHOLDER,"2013-06-24",20,0.06,100000000,Arsenic,False,False,False
1119400,DiMe glutarate,Dimethyl glutarate {glutaric acid dimethyl ester},,,,,,,,,,glutaric acid dimethyl ester,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,,N,100,,PLACEHOLDER,,,,PLACEHOLDER,Dimethylglutarate {glutaric acid dimethyl ester},Dimethyl glutarate,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,,,,,,,,
75092,Methylene Chlor,Methylene chloride {Dichloromethane},0.000001,0.0035,,14000,400,,,False,1,Dichloromethane,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,50,,PLACEHOLDER,Y,TAC,Exempt VOC,PLACEHOLDER,Methylenechloride,Methylene chloride,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2A",PLACEHOLDER,"2013-06-24",253,,,,False,False,False
98953,Nitrobenzene,Nitrobenzene,,,,,,,,False,1,Oil of mirbane,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.5,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Nitrobenzene,Nitrobenzene,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,P65_DART,"2B",PLACEHOLDER,"2008-05-22",288,,,,False,False,False
7440508,Copper,Copper,,,,100,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,0.1,,PLACEHOLDER,,,,PLACEHOLDER,Copper,Copper and compounds,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2008-05-22",106,,,,False,False,False
1319773,Cresols,Cresols (mixtures of) {Cresylic acid},,,,,600,,,False,1,Cresylic acid,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,5,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Cresols (mixtures of),Cresols (mixtures of),,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2001-03-14",109,,,Cresol,False,False,False
60153493,"3(N-NitMeAm)Prp","3-(N-Nitrosomethylamino)propionitrile",,,,,,,,False,1,,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2000-10-16",697,,,,False,False,False
15972608,Alachlor,Alachlor,,,,,,,,False,1,,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,,PLACEHOLDER,"2000-10-16",480,,,,False,False,False
100254,p-DinitroBenzen,p-Dinitrobenzene,,,,,,,,False,1,,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,P65_DART,,PLACEHOLDER,"2000-10-16",597,,,,False,False,False
1095,"Estrogns,non-st","Estrogens, non-steroidal",,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,"1",PLACEHOLDER,"2000-10-16",605,,,,False,False,False
2303164,Diallate,Diallate,,,,,,,,False,1,,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,"3",PLACEHOLDER,"2000-10-16",569,,,,False,False,False
60571,Dieldrin,Dieldrin,,,,,,,,False,1,,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2A",PLACEHOLDER,"2000-10-16",581,,,,False,False,False
2092560,D&C Red 8,D and C Red No. 8,,,,,,,,False,1,,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,,PLACEHOLDER,"2000-10-16",559,,,,False,False,False
13765190,CalciumChromate,Calcium chromate,0.15,510,0.5,,0.2,0.02,,False,0.3332,"Chromium, hexavalent & cmpds: Calcium chromate",PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,0.001,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,"Chromium, zz hexavalent () zz Calcium chromate","Chromium, hexavalent","Chromium, all forms",,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,P65_DART,,PLACEHOLDER,"2013-06-24",99,0.02,100000000,Chromium,False,False,False
6164983,Chlordimeform,Chlordimeform,,,,,,,,False,1,"[N'-(4-chloro-o-tolyl)-N,N-dimethylformamine",PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"3",PLACEHOLDER,"2000-10-16",532,,,,False,False,False
64755,TetracyclineHCl,Tetracycline hydrochloride,,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",750,,,,False,False,False
379793,ErgotamineTartr,Ergotamine tartrate,,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",604,,,,False,False,False
17230885,Danazol,Danazol,,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",563,,,,False,False,False
4680788,CI Acid Grn 3,C. I. Acid Green 3,,,,,,,,False,1,,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,"3",PLACEHOLDER,"2000-10-16",542,,,,False,False,False
474259,Chenodiol,Chenodiol,,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",527,,,,False,False,False
13010474,"1(2ClEt)CCNU","1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea {CCNU}",,,,,,,,False,1,CCNU,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2A",PLACEHOLDER,"2000-10-16",536,,,,False,False,False
492808,Auramine,Auramine,,,,,,,,False,1,,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2000-10-16",506,,,,False,False,False
154938,BisClEthNitUrea,Bischloroethyl nitrosourea,,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2A",PLACEHOLDER,"2000-10-16",515,,,,False,False,False
107186,Allyl Alcohol,Allyl alcohol,,,,,,,,False,1,,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",482,,,,False,False,False
532274,"2-ClAcetPhenone","2-Chloroacetophenone",,,,,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,0.1,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Chloroacetophenone,"2-Chloroacetophenone",,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2008-05-22",72,,,,False,False,False
1005,Analgesics/phen,Analgesic mixtures containing phenacetin,,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"1",PLACEHOLDER,"2000-10-16",495,,,,False,False,False
106490,p-Toluidine,p-Toluidine,,,,,,,,False,1,"4-Aminotoluene",PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,,PLACEHOLDER,"2000-10-16",761,,,,False,False,False
50180,Cyclophosphamid,Cyclophosphamide,,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"1",PLACEHOLDER,"2000-10-16",554,,,,False,False,False
70476823,MitoxantroneHCl,Mitoxantrone hydrochloride,,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",674,,,,False,False,False
82280,"1-AminMeAnthrqn","1-Amino-2-methylanthraquinone",,,,,,,,False,1,,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"3",PLACEHOLDER,"2000-10-16",490,,,,False,False,False
1405103,NeomycinSulfate,Neomycin sulfate,,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",681,,,,False,False,False
3564098,Ponceau 3R,Ponceau 3R,,,,,,,,False,1,C.I. Food Red 6,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2000-10-16",728,,,,False,False,False
148823,Melphalan,Melphalan,,,,,,,,False,1,"4-[Bis(2-chloroethyl)amino]-L-phenylalanine",PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"1",PLACEHOLDER,"2000-10-16",651,,,,False,False,False
315377,TestosteronEnan,Testosterone enanthate,,,,,,,,False,1,Androgenic (anabolic) steroids: Testosterone enanthate,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",500,,,,False,False,False
103333,Azobenzene,Azobenzene,,,,,,,,False,1,Diphenyldiimide,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"3",PLACEHOLDER,"2000-10-16",509,,,,False,False,False
60093,p-Aminoazobenz,p-Aminoazobenzene,,,,,,,,False,1,"4-Aminoazobenzene",PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2000-10-16",485,,,,False,False,False
50351,Thalidomide,Thalidomide,,,,,,,,False,1,"2-(2,6-Dioxo-3-piperidinyl)-1H-isoinole-1,3(2H)-dione",PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",752,,,,False,False,False
10048132,Sterigmatocysti,Sterigmatocystin,,,,,,,,False,1,,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2000-10-16",742,,,,False,False,False
88891,Picric Acid,Picric acid,,,,,,,,False,1,,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",722,,,,False,False,False
3761533,Ponceau MX,Ponceau MX,,,,,,,,False,1,,PLACEHOLDER,T,A-II,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2000-10-16",727,,,,False,False,False
79447,DiMeCarbamyCl,Dimethyl carbamoyl chloride,,,,,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,100,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Dimethylcarbamoyl chloride,Dimethyl carbamoyl chloride,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2A",PLACEHOLDER,"2016-02-05",590,,,,False,False,False
57330,PentobarbSodium,Pentobarbital sodium,,,,,,,,False,1,"5-Ethyl-5-(1-mrthylbutyl)-2,4,6(1H,3H,5H)-pyrimidinetrione monosodium salt",PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",713,,,,False,False,False
123353,beta-Myrcene,beta-Myrcene,,,,,,,,,,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,,Y,50,,PLACEHOLDER,,,,PLACEHOLDER,Myrcene beta,beta-Myrcene,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,,,,,,,,
124049,Adipic acid,Adipic acid,,,,,,,,,,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,100,,PLACEHOLDER,,,,PLACEHOLDER,Adipic acid,Adipic acid,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,,,,,,,,
79572,Oxytetracycline,Oxytetracycline,,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",709,,,,False,False,False
52675,Penicillamine,Penicillamine,,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,N,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",712,,,,False,False,False
531828,NNiFurylThiazAc,N-[4-(5-Nitro-2-furyl)-2-thiazolyl]acetamide,,,,,,,,False,1,,PLACEHOLDER,T,A-III,Y,AB2588_CHEM_2022,,Y,,,PLACEHOLDER,,,,PLACEHOLDER,,,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2B",PLACEHOLDER,"2000-10-16",692,,,,False,False,False
108383,m-Xylene,m-Xylene,,,,22000,700,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,200,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Xylenes (mixed xylenes) zz Xylene m-,Xylenes (mixed xylenes),,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2013-06-24",466,,,Xylenes,False,False,False
106445,p-Cresol,p-Cresol,,,,,600,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,5,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Cresols (mixtures of) zz Cresol p-,Cresols (mixtures of),,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2001-03-14",112,,,Cresol,False,False,False
106423,p-Xylene,p-Xylene,,,,22000,700,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,200,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Xylenes (mixed xylenes) zz Xylene p-,Xylenes (mixed xylenes),,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2013-06-24",468,,,Xylenes,False,False,False
132649,Dibenzofuran,Dibenzofuran,,,,,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,100,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Dibenzozz Dibenzofuran,Dibenzofuran,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",134,,,,False,False,False
1344281,Alumin Oxide,Aluminum oxide (fibrous),,,,,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,100,,PLACEHOLDER,,,,PLACEHOLDER,Aluminum oxide (fibrous forms),Aluminum oxide (fibrous forms),,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",12,,,,False,False,False
90040,o-Anisidine,o-Anisidine,,,,,,,,False,1,o-Methoxyaniline,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,100,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Anisidine o-,o-Anisidine,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,"2A",PLACEHOLDER,"2016-02-05",502,,,,False,False,False
98077,Benzoic TriCl,Benzoic trichloride,,,,,,,,False,1,Benzotrichloride,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,10,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Benzoic trichloride,Benzoic trichloride,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,,PLACEHOLDER,"2000-10-16",32,,,,False,False,False
156627,CalciumCyanamid,Calcium cyanamide,,,,,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,100,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Calcium cyanamide,Calcium cyanamide,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",56,,,,False,False,False
67630,Isopropyl Alcoh,Isopropyl alcohol,,,,3200,7000,,,False,1,Isopropanol,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,200,,PLACEHOLDER,,TAC,,PLACEHOLDER,Isopropyl alcohol,Isopropyl alcohol,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,"3",PLACEHOLDER,"2013-06-24",231,,,,False,False,False
74873,Methyl Chloride,Methyl chloride {Chloromethane},,,,,,,,False,1,Chloromethane,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,20,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Methylchloride,Methyl chloride,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,P65_DART,"3",PLACEHOLDER,"2000-10-16",249,,,,False,False,False
108101,MIBK,Methyl isobutyl ketone {Hexone} {MIBK},,,,,,,,False,1,Hexone,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,20,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Methylisobutylketone,Methyl isobutyl ketone,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,P65_DART,"2B",PLACEHOLDER,"2000-10-16",258,,,,False,False,False
7697372,Nitric Acid,Nitric acid,,,,86,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,50,,PLACEHOLDER,,TAC,,PLACEHOLDER,Nitric acid,Nitric acid,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",287,,,,False,False,False
79210,Peracetic Acid,Peracetic acid,,,,,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,100,,PLACEHOLDER,,TAC,,PLACEHOLDER,Peracetic acid,Peracetic acid,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2000-10-16",356,,,,False,False,False
114261,Propoxur,Propoxur,,,,,,,,False,1,Baygon,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,Y,50,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,Propoxur,Propoxur,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,P65_CANC,,,PLACEHOLDER,"2000-10-16",410,,,,False,False,False
120127,Anthracene,Anthracene,,,,,,,,False,1,PAHs: Anthracene,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,50,,PLACEHOLDER,Y,TAC,,PLACEHOLDER,"PAHs, total w/ zz Anthracene",PAHs - indiv. isomers,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,"3",PLACEHOLDER,"2000-10-16",318,,,,False,False,False
7440360,Antimony,Antimony,,,,,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,1,,PLACEHOLDER,Y,,,PLACEHOLDER,Antimony,Antimony and compounds,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,,PLACEHOLDER,"2008-05-22",18,,,,False,False,False
94360,Benzoyl Peroxid,Benzoyl peroxide,,,,,,,,False,1,,PLACEHOLDER,T,A-I,Y,AB2588_CHEM_2022,CTR_CHEM,N,100,,PLACEHOLDER,,,,PLACEHOLDER,Benzoyl peroxide,Benzoyl peroxide,,,PLACEHOLDER,,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,PLACEHOLDER,,,"3",PLACEHOLDER,"2000-10-16",34,,,,False,False,False
